06.06.2025                                                                                                    Dynamic List Display                                                                                                                                                             1


	/BIC/MD_RS	OBJVERS	CHANGED	/BIC/MD_RS_NK	/BIC/MD_PH	/BIC/MD_RS_TP	/BIC/MD_RS_EN	/BIC/MD_RS_OF	/BIC/MD_RS_FY	/BIC/MD_RS_LY	/BIC/MD_RS_PL	/BIC/MD_AD	/BIC/MD_RS_AS	/BIC/MD_RS_BN	/BIC/MD_RS_PT	/BIC/MD_RS_PA	/BIC/MD_RS_AR	/BIC/MD_RS_YO
	      0530	A		AW00000530	430-555-0121	VALUE ADDED RESELLER	          16	S	         2006	         2008	MOUNTAIN	BELZ FACTORY OUTLET	     800.000	PRIMARY BANK & RESERVE	           01	           0	      80.000	         1992
	      0531	A		AW00000531	235-555-0199	SPECIALTY BIKE SHOP	          31	A	         2005	         2008	ROAD	HORIZON OUTLET CENTER	   1.500.000	GUARDIAN BANK	           02	           0	     150.000	         1994
	      0532	A		AW00000532	898-555-0137	WAREHOUSE	          97	Q	         2005	         2008	ROAD	4400 MARCH ROAD	   3.000.000	RESERVE SECURITY	           03	         600	     300.000	         1996
	      0533	A		AW00000533	744-555-0123	VALUE ADDED RESELLER	          18	S	         2005	         2007	ROAD	DEPOT 80	     800.000	INTERNATIONAL BANK	           00	           0	      80.000	         1998
	      0534	A		AW00000534	399-555-0114	SPECIALTY BIKE SHOP	          30	A	         2005	         2006	ROAD	250 KINGSBRIDGE GARDEN CIRCLE	   1.500.000	INTERNATIONAL SECURITY	           01	           0	     150.000	         2000
	      0535	A		AW00000535	1 (11) 500 555-0191	WAREHOUSE	          98	Q	         2006	         2008	MOUNTAIN	33, RUE GEORGES-CL?MENCEAU	   3.000.000	PRIMARY INTERNATIONAL	           02	           0	     300.000	         2002
	      0536	A		AW00000536	1 (11) 500 555-0199	VALUE ADDED RESELLER	          20	S	         2007	         2008	TOURING	BRUNNENSTR 9511	   1.000.000	UNITED SECURITY	           03	         600	     100.000	         2004
	      0537	A		AW00000537	1 (11) 500 555-0125	SPECIALTY BIKE SHOP	          29	A	         0000	         0000	TOURING	LEVEL 25	   1.000.000	PRIMARY BANK & RESERVE	           03	         600	     100.000	         2005
	      0538	A		AW00000538	1 (11) 500 555-0179	WAREHOUSE	          99	Q	         2006	         2008	ROAD	99-3 FOREST WORKS	   3.000.000	GUARDIAN BANK	           02	           0	     300.000	         2003
	      0539	A		AW00000539	108-555-0171	VALUE ADDED RESELLER	          19	S	         2007	         2008	TOURING	ADIRONDACK FACTORY OUTLET	     800.000	RESERVE SECURITY	           01	           0	      80.000	         2004
	      0540	A		AW00000540	995-555-0114	SPECIALTY BIKE SHOP	          28	A	         2006	         2008	ROAD	BUCKEYE FACTORY SHOPS	   1.000.000	INTERNATIONAL BANK	           00	           0	     100.000	         1975
	      0541	A		AW00000541	525-555-0174	WAREHOUSE	         100	Q	         2005	         2008	MOUNTAIN	HOLIDAY VILLAGE MALL	   3.000.000	INTERNATIONAL SECURITY	           01	           0	     300.000	         2003
	      0542	A		AW00000542	129-555-0185	VALUE ADDED RESELLER	          18	S	         2005	         2008	MOUNTAIN	2526A TRI-LAKE BLVD NE	     800.000	PRIMARY INTERNATIONAL	           02	           0	      80.000	         1979
	      0543	A		AW00000543	963-555-0146	SPECIALTY BIKE SHOP	          27	A	         2007	         2008	MOUNTAIN	JOHNSON CREEK	   1.000.000	UNITED SECURITY	           03	         600	     100.000	         2002
	      0544	A		AW00000544	158-555-0142	WAREHOUSE	          66	Q	         2006	         2008	MOUNTAIN	BLUE RIDGE MALL	   3.000.000	PRIMARY BANK & RESERVE	           00	           0	     300.000	         1983
	      0545	A		AW00000545	362-555-0177	VALUE ADDED RESELLER	          17	S	         2005	         2006	ROAD	25150 EL CAMINO REAL	     800.000	GUARDIAN BANK	           01	           0	      80.000	         2001
	      0546	A		AW00000546	608-555-0162	VALUE ADDED RESELLER	           2	S	         2006	         2008	MOUNTAIN	2575 ROCKY MOUNTAIN AVE.	     300.000	RESERVE SECURITY	           02	           0	      30.000	         1974
	      0547	A		AW00000547	535-555-0189	SPECIALTY BIKE SHOP	          10	A	         0000	         0000	ROAD	25871 NORTH MAIN STREET	     800.000	INTERNATIONAL BANK	           03	         600	      80.000	         1976
	      0548	A		AW00000548	453-555-0165	WAREHOUSE	          40	Q	         2005	         2006	ROAD	HILTON HEAD FACTORY OUTLETS NO. 25	   1.500.000	INTERNATIONAL SECURITY	           03	       1.000	     150.000	         1978
	      0549	A		AW00000549	871-555-0159	VALUE ADDED RESELLER	           5	S	         2005	         2006	ROAD	BAY AREA OUTLET MALL	     300.000	PRIMARY INTERNATIONAL	           02	           0	      30.000	         1980
	      0550	A		AW00000550	723-555-0124	SPECIALTY BIKE SHOP	          13	A	         2006	         2008	ROAD	NO. 2000-25080 BEAVER HALL HILL	     800.000	UNITED SECURITY	           01	           0	      80.000	         1982
	      0551	A		AW00000551	554-555-0110	WAREHOUSE	          43	Q	         2005	         2008	MOUNTAIN	NO. 25800-130 KING STREET WEST	   1.500.000	PRIMARY BANK & RESERVE	           00	           0	     150.000	         1984
	      0552	A		AW00000552	244-555-0115	VALUE ADDED RESELLER	           8	S	         2007	         2008	ROAD	25 DANGER STREET WEST	     300.000	GUARDIAN BANK	           01	           0	      30.000	         1986
	      0553	A		AW00000553	1 (11) 500 555-0162	SPECIALTY BIKE SHOP	          16	A	         2007	         2008	TOURING	699BIS, RUE DES PEUPLIERS	     800.000	RESERVE SECURITY	           02	           0	      80.000	         1988
	      0554	A		AW00000554	1 (11) 500 555-0198	WAREHOUSE	          46	Q	         2007	         2008	TOURING	KNAACKSTR 7	   1.500.000	INTERNATIONAL BANK	           03	         600	     150.000	         1990
	      0555	A		AW00000555	1 (11) 500 555-0190	VALUE ADDED RESELLER	          11	S	         2007	         2008	TOURING	2253-217 PALMER STREET	     800.000	INTERNATIONAL SECURITY	           00	           0	      80.000	         1992
	      0556	A		AW00000556	1 (11) 500 555-0195	SPECIALTY BIKE SHOP	          19	A	         2007	         2008	TOURING	46-44 ALBEMARLE STREET	     800.000	PRIMARY INTERNATIONAL	           01	           0	      80.000	         1994
	      0557	A		AW00000557	492-555-0189	WAREHOUSE	          49	Q	         2007	         2008	TOURING	WRENTHAM VILLAGE	   1.500.000	UNITED SECURITY	           02	           0	     150.000	         1996
	      0558	A		AW00000558	607-555-0193	VALUE ADDED RESELLER	          14	S	         2005	         2008	ROAD	LAKE REGION FACTORY OUTLET	     800.000	PRIMARY BANK & RESERVE	           03	         600	      80.000	         1998
	      0559	A		AW00000559	158-555-0123	SPECIALTY BIKE SHOP	          22	A	         2005	         2008	MOUNTAIN	FRONTIER MALL	   1.000.000	GUARDIAN BANK	           03	         600	     100.000	         2000
	      0560	A		AW00000560	331-555-0162	WAREHOUSE	          52	Q	         2007	         2008	MOUNTAIN	WHITE MOUNTAIN MALL	   3.000.000	RESERVE SECURITY	           02	           0	     300.000	         2002
	      0561	A		AW00000561	447-555-0110	VALUE ADDED RESELLER	          17	S	         2005	         2008	ROAD	FIRST COLONY MALL	     800.000	INTERNATIONAL BANK	           01	           0	      80.000	         2004
	      0562	A		AW00000562	623-555-0144	SPECIALTY BIKE SHOP	          25	A	         2005	         2007	MOUNTAIN	HORIZON OUTLET	   1.000.000	INTERNATIONAL SECURITY	           00	           0	     100.000	         2005
	      0563	A		AW00000563	555-555-0162	WAREHOUSE	          55	Q	         2007	         2008	TOURING	2551 EAST WARNER ROAD	   3.000.000	PRIMARY INTERNATIONAL	           01	           0	     300.000	         2003
	      0564	A		AW00000564	115-555-0175	VALUE ADDED RESELLER	          20	S	         2007	         2007	ROAD	22589 WEST CRAIG ROAD	   1.000.000	UNITED SECURITY	           02	           0	     100.000	         2004
	      0565	A		AW00000565	911-555-0153	SPECIALTY BIKE SHOP	          28	A	         0000	         0000	ROAD	25751 UNIVERSITY DRIVE	   1.000.000	PRIMARY BANK & RESERVE	           03	         600	     100.000	         1975
	      0566	A		AW00000566	695-555-0111	WAREHOUSE	          58	Q	         2005	         2007	MOUNTAIN	GULFPORT FACTORY SHOPS	   3.000.000	GUARDIAN BANK	           00	           0	     300.000	         2003
	      0567	A		AW00000567	845-555-0187	VALUE ADDED RESELLER	          19	S	         2005	         2006	MOUNTAIN	BELZ FACTORY OUTLET	     800.000	RESERVE SECURITY	           01	           0	      80.000	         1979
	      0568	A		AW00000568	555-555-0162	SPECIALTY BIKE SHOP	          31	A	         2005	         2007	MOUNTAIN	6TH FLOOR, 25ST CANADIAN PLACE	   1.500.000	INTERNATIONAL BANK	           02	           0	     150.000	         2002
	      0569	A		AW00000569	699-555-0155	WAREHOUSE	          61	Q	         2005	         2006	ROAD	254 COLONNADE ROAD	   3.000.000	INTERNATIONAL SECURITY	           03	         600	     300.000	         1983
	      0570	A		AW00000570	968-555-0153	VALUE ADDED RESELLER	          18	S	         2006	         2008	MOUNTAIN	25981 COLLEGE STREET	     800.000	PRIMARY INTERNATIONAL	           03	         200	      80.000	         2001
	      0571	A		AW00000571	1 (11) 500 555-0187	SPECIALTY BIKE SHOP	          34	A	         2006	         2008	MOUNTAIN	3639, RUE DES GRANDS CHAMPS	   1.500.000	UNITED SECURITY	           02	           0	     150.000	         1987
	      0572	A		AW00000572	1 (11) 500 555-0191	WAREHOUSE	          64	Q	         2007	         2008	ROAD	ALDERSTR 1849	   3.000.000	PRIMARY BANK & RESERVE	           01	           0	     300.000	         2000
	      0573	A		AW00000573	1 (11) 500 555-0132	VALUE ADDED RESELLER	          17	S	         2007	         2008	TOURING	4250 CONCORD ROAD	     800.000	GUARDIAN BANK	           00	           0	      80.000	         1991
	      0574	A		AW00000574	1 (11) 500 555-0119	SPECIALTY BIKE SHOP	          37	A	         2006	         2008	ROAD	399 CLEARING GREEN	   1.500.000	RESERVE SECURITY	           01	           0	     150.000	         1999
	      0575	A		AW00000575	153-555-0114	WAREHOUSE	          67	Q	         2005	         2007	ROAD	CHERRY GROVE PLAZA	   3.000.000	INTERNATIONAL BANK	           02	           0	     300.000	         1995
	      0576	A		AW00000576	599-555-0127	VALUE ADDED RESELLER	          16	S	         2005	         2008	MOUNTAIN	JOHNNY APPLESEED SHOP.CENTER	     800.000	INTERNATIONAL SECURITY	           03	         600	      80.000	         1998
	      0577	A		AW00000577	851-555-0127	SPECIALTY BIKE SHOP	          40	A	         2006	         2007	ROAD	3390 SOUTH 23RD ST.	   1.500.000	PRIMARY INTERNATIONAL	           00	           0	     150.000	         1999
	      0578	A		AW00000578	957-555-0125	WAREHOUSE	          70	Q	         2005	         2008	MOUNTAIN	3250 SOUTH MERIDIAN	   3.000.000	UNITED SECURITY	           01	           0	     300.000	         1997
	      0579	A		AW00000579	334-555-0137	VALUE ADDED RESELLER	          15	S	         2005	         2008	ROAD	TANGER FACTORY	     800.000	PRIMARY BANK & RESERVE	           02	           0	      80.000	         2003
	      0580	A		AW00000580	190-555-0186	SPECIALTY BIKE SHOP	          43	A	         2006	         2006	ROAD	MANAGEMENT MALL	   1.500.000	GUARDIAN BANK	           03	         600	     150.000	         1996
	      0581	A		AW00000581	329-555-0183	WAREHOUSE	          73	Q	         2005	         2006	MOUNTAIN	49925 CRESTVIEW DRIVE N.E.	   3.000.000	RESERVE SECURITY	           03	       1.000	     300.000	         2002
	      0582	A		AW00000582	747-555-0171	VALUE ADDED RESELLER	          14	S	         2007	         2008	TOURING	57251 SERENE BLVD	     800.000	INTERNATIONAL BANK	           02	           0	      80.000	         1995
	      0583	A		AW00000583	741-555-0173	SPECIALTY BIKE SHOP	          46	A	         2006	         2007	MOUNTAIN	253731 WEST BELL ROAD	   1.500.000	INTERNATIONAL SECURITY	           01	           0	     150.000	         2001
	      0584	A		AW00000584	475-555-0188	WAREHOUSE	          76	Q	         2005	         2006	ROAD	SAVANNAH FESTIVAL OUTLET	   3.000.000	PRIMARY INTERNATIONAL	           00	           0	     300.000	         1994
	      0585	A		AW00000585	398-555-0132	VALUE ADDED RESELLER	          13	S	         2005	         2007	MOUNTAIN	MALL OF MEMPHIS	     800.000	UNITED SECURITY	           01	           0	      80.000	         2000
	      0586	A		AW00000586	797-555-0118	SPECIALTY BIKE SHOP	          49	A	         2006	         2008	MOUNTAIN	5 PLACE VILLE-MARIE	   1.500.000	PRIMARY BANK & RESERVE	           02	           0	     150.000	         1993
	      0587	A		AW00000587	920-555-0191	WAREHOUSE	          79	Q	         2006	         2008	ROAD	6030 CONROY ROAD	   3.000.000	GUARDIAN BANK	           03	         600	     300.000	         1999
	      0588	A		AW00000588	127-555-0124	VALUE ADDED RESELLER	          12	S	         2005	         2007	MOUNTAIN	30025 WAYBURNE DRIVE, SUITE 275	     800.000	RESERVE SECURITY	           00	           0	      80.000	         1992
	      0589	A		AW00000589	1 (11) 500 555-0128	SPECIALTY BIKE SHOP	          48	A	         0000	         0000	TOURING	3833, BOULEVARD BEAU MARCHAIS	   1.500.000	INTERNATIONAL BANK	           01	           0	     150.000	         1998
	      0590	A		AW00000590	1 (11) 500 555-0115	WAREHOUSE	          80	Q	         2007	         2007	ROAD	KURF?RSTENSTR 74	   3.000.000	INTERNATIONAL SECURITY	           02	           0	     300.000	         1991
	      0591	A		AW00000591	1 (11) 500 555-0134	VALUE ADDED RESELLER	          11	S	         2007	         2008	TOURING	LEVEL 992	     800.000	PRIMARY INTERNATIONAL	           03	         600	      80.000	         1997
	      0592	A		AW00000592	1 (11) 500 555-0115	SPECIALTY BIKE SHOP	          47	A	         2006	         2008	ROAD	997B TRADESCANT ROAD	   1.500.000	UNITED SECURITY	           03	         600	     150.000	         1990
	      0593	A		AW00000593	993-555-0162	WAREHOUSE	          81	Q	         2007	         2008	MOUNTAIN	SPRING MEADOWS PLACE	   3.000.000	PRIMARY BANK & RESERVE	           02	           0	     300.000	         1996
	      0594	A		AW00000594	301-555-0128	VALUE ADDED RESELLER	          10	S	         2006	         2008	MOUNTAIN	WESTSIDE PLAZA	     800.000	GUARDIAN BANK	           01	           0	      80.000	         1989
	      0595	A		AW00000595	792-555-0194	SPECIALTY BIKE SHOP	          46	A	         2007	         2008	TOURING	2255 254TH AVENUE SE	   1.500.000	RESERVE SECURITY	           00	           0	     150.000	         1995
	      0596	A		AW00000596	627-555-0192	WAREHOUSE	          82	Q	         2006	         2008	MOUNTAIN	705 SE MALL PARKWAY	   3.000.000	INTERNATIONAL BANK	           01	           0	     300.000	         1988
	      0597	A		AW00000597	129-555-0120	VALUE ADDED RESELLER	           9	S	         2007	         2008	TOURING	OHMS ROAD	     300.000	INTERNATIONAL SECURITY	           02	           0	      30.000	         1994
	      0598	A		AW00000598	441-555-0144	SPECIALTY BIKE SHOP	          45	A	         2007	         2007	MOUNTAIN	FACTORY MERCHANTS	   1.500.000	PRIMARY INTERNATIONAL	           03	         600	     150.000	         1987
	      0599	A		AW00000599	362-555-0162	WAREHOUSE	          83	Q	         2007	         2008	TOURING	99040 CALIFORNIA AVENUE	   3.000.000	UNITED SECURITY	           00	           0	     300.000	         1993
	      0600	A		AW00000600	654-555-0150	VALUE ADDED RESELLER	           8	S	         0000	         0000	MOUNTAIN	25620 FIRESTONE BOULEVARD	     300.000	PRIMARY BANK & RESERVE	           01	           0	      30.000	         1986
	      0601	A		AW00000601	328-555-0123	SPECIALTY BIKE SHOP	          44	A	         2007	         2008	TOURING	25130 SOUTH STATE STREET	   1.500.000	GUARDIAN BANK	           02	           0	     150.000	         1992
	      0602	A		AW00000602	242-555-0181	WAREHOUSE	          84	Q	         2005	         2008	MOUNTAIN	FOOTHILLS MALL	   3.000.000	RESERVE SECURITY	           03	         600	     300.000	         1985
	      0603	A		AW00000603	140-555-0188	VALUE ADDED RESELLER	           7	S	         2005	         2007	ROAD	DADELAND MALL, SPACE 25090	     300.000	INTERNATIONAL BANK	           03	         200	      30.000	         1991
	      0604	A		AW00000604	517-555-0120	SPECIALTY BIKE SHOP	          43	A	         2007	         2008	ROAD	700 SE SUNNYSIDE ROAD	   1.500.000	INTERNATIONAL SECURITY	           02	           0	     150.000	         1984
	      0605	A		AW00000605	695-555-0161	WAREHOUSE	          85	Q	         2007	         2008	TOURING	NORTH 93270 NEWPORT HIGHWAY	   3.000.000	PRIMARY INTERNATIONAL	           01	           0	     300.000	         1990
	      0606	A		AW00000606	850-555-0198	VALUE ADDED RESELLER	           6	S	         2007	         2008	ROAD	CEDAR CREEK STORES	     300.000	UNITED SECURITY	           00	           0	      30.000	         1983
	      0607	A		AW00000607	355-555-0180	SPECIALTY BIKE SHOP	          42	A	         2007	         2008	TOURING	LONE STAR FACTORY	   1.500.000	PRIMARY BANK & RESERVE	           01	           0	     150.000	         1989
	      0608	A		AW00000608	280-555-0124	WAREHOUSE	          86	Q	         2005	         2007	MOUNTAIN	5500 GROSSMONT CENTER DRIVE	   3.000.000	GUARDIAN BANK	           02	           0	     300.000	         1982
	      0609	A		AW00000609	969-555-0117	VALUE ADDED RESELLER	           5	S	         2006	         2008	ROAD	99700 BELL ROAD	     300.000	RESERVE SECURITY	           03	         600	      30.000	         1988
	      0610	A		AW00000610	366-555-0110	SPECIALTY BIKE SHOP	          41	A	         2007	         2008	TOURING	7750 E MARCHING RD	   1.500.000	INTERNATIONAL BANK	           00	           0	     150.000	         1981
	      0611	A		AW00000611	609-555-0186	WAREHOUSE	          87	Q	         2007	         2008	TOURING	DESOUTH SQUARE	   3.000.000	INTERNATIONAL SECURITY	           00	           0	     300.000	         1987
	      0612	A		AW00000612	419-555-0166	VALUE ADDED RESELLER	           4	S	         2005	         2008	ROAD	32525 HOLLYWOOD BLVD.	     300.000	PRIMARY INTERNATIONAL	           02	           0	      30.000	         1980
	      0613	A		AW00000613	226-555-0110	SPECIALTY BIKE SHOP	          40	A	         2006	         2008	MOUNTAIN	999 WEST GEORGIA ST.	   1.500.000	UNITED SECURITY	           03	         600	     150.000	         1986
	      0614	A		AW00000614	1 (11) 500 555-0136	WAREHOUSE	          88	Q	         2007	         2008	TOURING	1, PLACE DE LA R?PUBLIQUE	   3.000.000	PRIMARY BANK & RESERVE	           03	       1.000	     300.000	         1979
	      0615	A		AW00000615	1 (11) 500 555-0157	VALUE ADDED RESELLER	           3	S	         2007	         2008	ROAD	K?NIGSTEINER STRA?E 449	     300.000	GUARDIAN BANK	           02	           0	      30.000	         1985
	      0616	A		AW00000616	1 (11) 500 555-0151	SPECIALTY BIKE SHOP	          39	A	         2007	         2008	TOURING	LEVEL 7	   1.500.000	RESERVE SECURITY	           01	           0	     150.000	         1978
	      0617	A		AW00000617	1 (11) 500 555-0146	WAREHOUSE	          89	Q	         2007	         2007	TOURING	2574 MILTON PARK	   3.000.000	INTERNATIONAL BANK	           00	           0	     300.000	         1984
	      0618	A		AW00000618	860-555-0119	VALUE ADDED RESELLER	           2	S	         2005	         2008	ROAD	STATELINE PLAZA	     300.000	INTERNATIONAL SECURITY	           01	           0	      30.000	         1977
	      0619	A		AW00000619	601-555-0151	SPECIALTY BIKE SHOP	          38	A	         0000	         0000	ROAD	PYRAMID MALL	   1.500.000	PRIMARY INTERNATIONAL	           02	           0	     150.000	         1983
	      0620	A		AW00000620	482-555-0188	WAREHOUSE	          90	Q	         0000	         0000	MOUNTAIN	25708 DELL RANGE BLVD.	   3.000.000	UNITED SECURITY	           03	         600	     300.000	         1976
	      0621	A		AW00000621	146-555-0176	VALUE ADDED RESELLER	           4	S	         2007	         2008	TOURING	NO. 60 BELLIS FAIR PARKWAY	     300.000	PRIMARY BANK & RESERVE	           00	           0	      30.000	         1982
	      0622	A		AW00000622	493-555-0185	SPECIALTY BIKE SHOP	          37	A	         2006	         2008	ROAD	SPORTS STORES @ TUSCOLA	   1.500.000	GUARDIAN BANK	           01	           0	     150.000	         1975
	      0623	A		AW00000623	153-555-0195	WAREHOUSE	          91	Q	         2005	         2006	MOUNTAIN	CITY CENTER	   3.000.000	RESERVE SECURITY	           02	           0	     300.000	         1981
	      0624	A		AW00000624	454-555-0160	VALUE ADDED RESELLER	           6	S	         2005	         2008	ROAD	25250 N 90TH ST	     300.000	INTERNATIONAL BANK	           03	         600	      30.000	         1974
	      0625	A		AW00000625	315-555-0131	SPECIALTY BIKE SHOP	          36	A	         2007	         2007	ROAD	9980 S ALMA SCHOOL ROAD	   1.500.000	INTERNATIONAL SECURITY	           03	         600	     150.000	         1980
	      0626	A		AW00000626	129-555-0185	WAREHOUSE	          92	Q	         2006	         2006	ROAD	6753 HOWARD HUGHES PARKWAY	   3.000.000	PRIMARY INTERNATIONAL	           02	           0	     300.000	         1991
	      0627	A		AW00000627	597-555-0132	VALUE ADDED RESELLER	           8	S	         2007	         2008	TOURING	7700 GREEN ROAD	     300.000	UNITED SECURITY	           01	           0	      30.000	         1979
	      0628	A		AW00000628	112-555-0160	SPECIALTY BIKE SHOP	          35	A	         2006	         2006	ROAD	20500 S.W. 2512TH AVE	   1.500.000	PRIMARY BANK & RESERVE	           00	           0	     150.000	         1992
	      0629	A		AW00000629	809-555-0152	WAREHOUSE	          93	Q	         2007	         2008	TOURING	250333 SOUTHPORT ROAD, S.W.	   3.000.000	GUARDIAN BANK	           01	           0	     300.000	         1978
	      0630	A		AW00000630	194-555-0149	VALUE ADDED RESELLER	          10	S	         2007	         2008	TOURING	7000 VICTORIA PARK AVENUE	     800.000	RESERVE SECURITY	           02	           0	      80.000	         1974
	      0631	A		AW00000631	631-555-0155	SPECIALTY BIKE SHOP	          34	A	         2005	         2006	ROAD	63 FREE ST.	   1.500.000	INTERNATIONAL BANK	           03	         600	     150.000	         1976
	      0632	A		AW00000632	1 (11) 500 555-0156	WAREHOUSE	          94	Q	         2007	         2008	MOUNTAIN	12, RUE LAFAYETTE	   3.000.000	INTERNATIONAL SECURITY	           00	           0	     300.000	         1978
	      0633	A		AW00000633	1 (11) 500 555-0144	VALUE ADDED RESELLER	          12	S	         2007	         2008	TOURING	BUERGERMEISTER-ULRICH-STR 3000	     800.000	PRIMARY INTERNATIONAL	           01	           0	      80.000	         1980
	      0634	A		AW00000634	1 (11) 500 555-0159	SPECIALTY BIKE SHOP	          33	A	         2007	         2008	TOURING	LEVEL 5	   1.500.000	UNITED SECURITY	           02	           0	     150.000	         1982
	      0635	A		AW00000635	1 (11) 500 555-0110	WAREHOUSE	          95	Q	         2006	         2008	MOUNTAIN	INTERNET HOUSE, 3399 SCIENCE PARK	   3.000.000	PRIMARY BANK & RESERVE	           03	         600	     300.000	         1984
	      0636	A		AW00000636	117-555-0110	VALUE ADDED RESELLER	          14	S	         2006	         2008	ROAD	LOGANSPORT MALL	     800.000	GUARDIAN BANK	           03	         200	      80.000	         1986
	      0637	A		AW00000637	666-555-0143	SPECIALTY BIKE SHOP	          32	A	         2006	         2008	ROAD	609 EVANS AVENUE	   1.500.000	RESERVE SECURITY	           02	           0	     150.000	         1988
	      0638	A		AW00000638	1 (11) 500 555-0175	WAREHOUSE	          96	Q	         2006	         2008	ROAD	88, AVENUE DE L' UNION CENTRALE	   3.000.000	INTERNATIONAL BANK	           01	           0	     300.000	         1990
	      0639	A		AW00000639	1 (11) 500 555-0178	VALUE ADDED RESELLER	          16	S	         2007	         2008	ROAD	POSTFACH 55 00 00	     800.000	INTERNATIONAL SECURITY	           00	           0	      80.000	         1992
	      0640	A		AW00000640	1 (11) 500 555-0196	SPECIALTY BIKE SHOP	          31	A	         2007	         2008	TOURING	NO. 6	   1.500.000	PRIMARY INTERNATIONAL	           01	           0	     150.000	         1994
	      0641	A		AW00000641	1 (11) 500 555-0140	WAREHOUSE	          97	Q	         2006	         2007	ROAD	7 GARDEN HOUSE CLOISTERS, 8 BATTERS	   3.000.000	UNITED SECURITY	           02	           0	     300.000	         1996
	      0642	A		AW00000642	215-555-0197	VALUE ADDED RESELLER	          18	S	         2006	         2007	MOUNTAIN	DANSK SQUARE	     800.000	PRIMARY BANK & RESERVE	           03	         600	      80.000	         1998
	      0643	A		AW00000643	537-555-0190	SPECIALTY BIKE SHOP	          30	A	         2005	         2007	ROAD	PORT HURON	   1.500.000	GUARDIAN BANK	           00	           0	     150.000	         2000
	      0644	A		AW00000644	684-555-0134	WAREHOUSE	          98	Q	         2006	         2008	ROAD	950 GATEWAY STREET	   3.000.000	RESERVE SECURITY	           01	           0	     300.000	         2002
	      0645	A		AW00000645	784-555-0120	VALUE ADDED RESELLER	          20	S	         2006	         2008	MOUNTAIN	250775 SW HILLSDALE HWY	   1.000.000	INTERNATIONAL BANK	           02	           0	     100.000	         2004
	      0646	A		AW00000646	470-555-0171	SPECIALTY BIKE SHOP	          29	A	         2005	         2008	MOUNTAIN	ST. LOUIS MARKETPLACE	   1.000.000	INTERNATIONAL SECURITY	           03	         600	     100.000	         2005
	      0647	A		AW00000647	918-555-0141	WAREHOUSE	          99	Q	         2005	         2007	ROAD	LINCOLN SQUARE	   3.000.000	PRIMARY INTERNATIONAL	           03	       1.000	     300.000	         2003
	      0648	A		AW00000648	158-555-0154	VALUE ADDED RESELLER	          19	S	         2005	         2008	MOUNTAIN	CORP OFC ACCTS PAYABLE	     800.000	UNITED SECURITY	           02	           0	      80.000	         2004
	      0649	A		AW00000649	245-555-0191	SPECIALTY BIKE SHOP	          28	A	         2006	         2008	ROAD	PO BOX 252525	   1.000.000	PRIMARY BANK & RESERVE	           01	           0	     100.000	         1975
	      0650	A		AW00000650	265-555-0143	WAREHOUSE	         100	Q	         2005	         2008	MOUNTAIN	62500 NEIL ROAD	   3.000.000	GUARDIAN BANK	           00	           0	     300.000	         2003
	      0651	A		AW00000651	456-555-0184	VALUE ADDED RESELLER	          18	S	         2006	         2007	ROAD	9935 ROBERT C DANIEL JR PARKWAY	     800.000	RESERVE SECURITY	           01	           0	      80.000	         1979
	      0652	A		AW00000652	774-555-0177	SPECIALTY BIKE SHOP	          27	A	         2006	         2007	MOUNTAIN	99535 DALLAS HIGHWAY	   1.000.000	INTERNATIONAL BANK	           02	           0	     100.000	         2002
	      0653	A		AW00000653	680-555-0160	WAREHOUSE	          66	Q	         2006	         2007	MOUNTAIN	2520 FLANDERS ROAD	   3.000.000	INTERNATIONAL SECURITY	           03	         600	     300.000	         1983
	      0654	A		AW00000654	214-555-0145	VALUE ADDED RESELLER	          17	S	         2006	         2006	ROAD	32605 WEST 252 MILE ROAD, SUITE 250	     800.000	PRIMARY INTERNATIONAL	           00	           0	      80.000	         2001
	      0655	A		AW00000655	790-555-0197	VALUE ADDED RESELLER	           2	S	         2008	         2008	MOUNTAIN	25730, BOUL. ST-R?GIS	     300.000	UNITED SECURITY	           01	           0	      30.000	         1974
	      0656	A		AW00000656	1 (11) 500 555-0134	SPECIALTY BIKE SHOP	          10	A	         2007	         2008	MOUNTAIN	3383, RUE LAMARCK	     800.000	PRIMARY BANK & RESERVE	           02	           0	      80.000	         1976
	      0657	A		AW00000657	1 (11) 500 555-0158	WAREHOUSE	          40	Q	         0000	         0000	MOUNTAIN	HELSENBERGBOGEN 6	   1.500.000	GUARDIAN BANK	           03	         600	     150.000	         1978
	      0658	A		AW00000658	1 (11) 500 555-0197	VALUE ADDED RESELLER	           5	S	         0000	         0000	TOURING	LEVEL 59	     300.000	RESERVE SECURITY	           03	         200	      30.000	         1980
	      0659	A		AW00000659	1 (11) 500 555-0174	SPECIALTY BIKE SHOP	          13	A	         2008	         2008	ROAD	25 HARTFIELD ROAD, WIMBLEDON	     800.000	INTERNATIONAL BANK	           02	           0	      80.000	         1982
	      0660	A		AW00000660	371-555-0184	WAREHOUSE	          43	Q	         2006	         2008	ROAD	KENSINGTON VALLEY SHOPS	   1.500.000	INTERNATIONAL SECURITY	           01	           0	     150.000	         1984
	      0661	A		AW00000661	143-555-0129	VALUE ADDED RESELLER	           8	S	         2005	         2008	MOUNTAIN	253131 LAKE FRASIER DRIVE, OFFICE NO. 2	     300.000	PRIMARY INTERNATIONAL	           00	           0	      30.000	         1986
